Time,Temperature,dT_dt
0,117,0.000721240533717995
131.400000000001,117.1,0.000721604849184587
256.100000000006,117.2,0.000721162513972525
380.300000000003,117.3,0.000719424460431655
528.700000000004,117.4,0.000724874053133268
659,117.5,0.000726453815698665
785.100000000006,117.6,0.000732037626734015
918.200000000004,117.7,0.000729102110750611
1038,117.8,0.000729820464165815
1174.9,117.9,0.000726929088067458
1424.10000000001,118,0.000760600874691006
1548.2,118.1,0.000740274641892143
1673.60000000001,118.2,0.000743826242189826
1813.9,118.3,0.000748362956033676
1927.4,118.4,0.000744573917575668
2133.5,118.5,0.000766195456460942
2259.5,118.6,0.000764818355640535
2384.2,118.7,0.000764730623637825
2524.7,118.8,0.000775073631995039
2660.2,118.9,0.00078051826412738
2773,119,0.000780092050862001
2903,119.1,0.000781891395285194
3029.4,119.2,0.000783576241968343
3160.3,119.3,0.000791796983253493
3287.8,119.4,0.000798722044728434
3412.10000000001,119.5,0.000762689242268239
3517.2,119.6,0.000762689242268239
3661.3,119.7,0.000754859407435365
3778.4,119.8,0.00075565798919409
3926.2,119.9,0.0007725587144623
4053.60000000001,120,0.000777937687191258
4249.9,120.1,0.000803051596065047
4362.4,120.2,0.000809454427715719
4486.4,120.3,0.00082081589099565
4613.5,120.4,0.000828843762950684
4743.8,120.5,0.000837100284614098
4874.5,120.6,0.000851136266916332
4999.5,120.7,0.000863595146595276
5105.10000000001,120.8,0.000859106529209622
5222.60000000001,120.9,0.000869603026218533
5336.8,121,0.000877770463023919
5460.9,121.1,0.000891702706317713
5581.8,121.2,0.000894814549684578
5686.2,121.3,0.000883197173769044
5791.8,121.4,0.000891821992330331
6034.4,121.5,0.000958175633593636
6139.5,121.6,0.000960937875366356
6310.8,121.7,0.00100527770796683
6425.10000000001,121.8,0.00101342791993919
6515,121.9,0.00101311990274049
6624.5,122,0.00102627257799671
6740.4,122.1,0.00104629871828407
6833.2,122.2,0.0010495382031906
6923,122.3,0.00105263157894737
7026.5,122.4,0.0010669511869832
7133,122.5,0.00107555794568432
7224.3,122.6,0.00108589423390162
7315.4,122.7,0.00109188185838292
7433.10000000001,122.8,0.00112536574386676
7522.5,122.9,0.00112733216842342
7615.3,123,0.0011356538527057
7703.8,123.1,0.00113700966458215
7816.9,123.2,0.00115989097024879
7950.7,123.3,0.00120156203063983
8034.4,123.4,0.00120992135511192
8121.7,123.5,0.00122616639077923
8220.8,123.6,0.00124192747143567
8300.3,123.7,0.00124269914253759
8398.60000000001,123.8,0.00126326427488631
8489.10000000001,123.9,0.00128287363694676
8573.3,124,0.00128443902125747
8651.9,124.1,0.00130157490563582
8738.8,124.2,0.00131847847583888
8823,124.3,0.00130787339785508
8901,124.4,0.0012721027859051
8992.5,124.5,0.00126270597891281
9066.10000000001,124.6,0.00126590290524717
9147.10000000001,124.7,0.00127412881442314
9210.3,124.8,0.00127372309259967
9296.60000000001,124.9,0.00129207313133924
9376.4,125,0.0012970168612192
9462.8,125.1,0.00131104555883317
9541.2,125.2,0.00133067198935462
9615.2,125.3,0.00133022946458264
9687.4,125.4,0.00134589502018843
9752.8,125.5,0.00134444743210541
9831.2,125.6,0.00136332651670075
9909.7,125.7,0.00136976919389083
9981.8,125.8,0.00138753989177189
10048.1,125.9,0.00137807482946324
10130.4,126,0.00139762403913347
10188.5,126.1,0.00136341945599564
10255.7,126.2,0.00137306055197034
10352.2,126.3,0.00140755858962629
10473.2,126.4,0.0014580447619742
10576.4,126.5,0.00150727259024794
10646,126.6,0.001508864579404
10716.8,126.7,0.00152068126520682
10780.5,126.8,0.00152450644103971
10844.5,126.9,0.001526834109474
10918.4,127,0.00154810743865624
10988.3,127.1,0.0015617679212869
11044.2,127.2,0.00156494522691706
11118.7,127.3,0.00156813548690607
11173.4,127.4,0.00156690692572861
11240.4,127.5,0.00158403294788532
11298.2,127.6,0.00158115266028935
11369.8,127.7,0.00160384923817161
11423.2,127.8,0.0015938795027096
11499.4,127.9,0.00162087689439987
11561.4,128,0.00161485668146952
11655.4,128.1,0.00166154357398022
11712.3,128.2,0.0016711229946524
11773.1,128.3,0.0016718214494692
11844.9,128.4,0.00169491525423729
11903.3,128.5,0.00169176112332939
11971.5,128.6,0.0017174753112924
12032,128.7,0.00174291938997821
12092.4,128.8,0.00174565767652963
12154.4,128.9,0.00175269476820612
12210.3,129,0.00175808720112518
12268.9,129.1,0.00176304654442877
12322.2,129.2,0.0017614937466972
12394.1,129.3,0.00175039383861369
12449.8,129.4,0.00175407823188915
12503,129.5,0.00175731482295052
12563.1,129.6,0.00176553672316385
12616.8,129.7,0.00175963399612881
12678,129.8,0.00177667229279559
12733.3,129.9,0.00177304964539007
12799.9,130,0.00179694519317161
12859.1,130.1,0.0018068479537447
12909.1,130.2,0.00181372993561259
12969.4,130.3,0.00183066361556064
13024.9,130.4,0.00182481751824818
13085.5,130.5,0.00184212950170396
13136,130.6,0.00183958793230316
13179.5,130.7,0.00183891136447222
13238.1,130.8,0.00183908045977011
13295.5,130.9,0.00185356811862836
13347.9,131,0.00186393289841566
13403.3,131.1,0.00185477139942502
13457.6,131.2,0.00185718265391402
13536.7,131.3,0.00191883334932362
13590,131.4,0.00192418703097941
13641.1,131.5,0.00192215281114849
13695.9,131.6,0.00193068829037552
13753.4,131.7,0.00194269062651773
13803.7,131.8,0.00183234081539166
13861.3,131.9,0.00184212950170397
13912.9,132,0.00184859968573805
13966,132.1,0.00185563184264241
14011.8,132.2,0.00185408361917123
14061.9,132.3,0.00185994606156421
14120.9,132.4,0.00188217579521928
14171.2,132.5,0.00184859968573805
14223.2,132.6,0.00185391175380053
14267.1,132.7,0.0018453589223104
14325.6,132.8,0.0018670649738611
14374.5,132.9,0.00188928773852257
14420.9,133,0.0018811136192626
14481.6,133.1,0.0018957345971564
14534.5,133.2,0.00190512478567346
14579,133.3,0.00191314329443275
14629.4,133.4,0.00191168036704262
14681.6,133.5,0.00192381685263563
14731.8,133.6,0.00192641109612792
14782.9,133.7,0.00194439043359907
14895.2,133.8,0.00207533464771195
14947,133.9,0.00209270691639635
14994.8,134,0.00209841569614941
