Time,Temperature,dT_dt
0,131,0.00074744001793856
312.800000000003,131.1,0.000805347507449464
420.900000000001,131.2,0.000798403193612774
689.600000000006,131.3,0.00085397096498719
792.700000000004,131.4,0.000881096083527908
970,131.5,0.000909959506801947
1131.2,131.6,0.000932966366562487
1261.9,131.7,0.000945358290792211
1362.3,131.8,0.000932879332058398
1480.4,131.9,0.000947149081265392
1602.4,132,0.000959969280983008
1665.10000000001,132.1,0.000961168781237987
1847.60000000001,132.2,0.000962232379119557
1858,132.3,0.00091835797593902
2048.60000000001,132.4,0.00096969696969697
2181.4,132.5,0.000948946669197192
2297.4,132.6,0.00100085072311465
2414.3,132.7,0.000989756025139804
2518,132.8,0.00100715077047034
2605.8,132.9,0.00096232497714478
2675.8,133,0.000988191116161865
2796.2,133.1,0.00099880143827407
2925.9,133.2,0.000986096045754854
3031.60000000001,133.3,0.00099895110134359
3062.60000000001,133.4,0.000944108761329308
3167.9,133.5,0.00096121497572932
3274.9,133.6,0.000966276934969561
3377.5,133.7,0.000969932104752667
3506.2,133.8,0.000999950002499876
3592,133.9,0.000999700089973005
3685.8,134,0.000973757242319489
3745.9,134.1,0.000964087731983611
3926.10000000001,134.2,0.00100070049034324
4035.8,134.3,0.00100633994163228
4111.10000000001,134.4,0.000972478848585044
4289,134.5,0.00100568210388696
4295.7,134.6,0.000998203234178479
4435,134.7,0.00100477267018337
4503.8,134.8,0.000997008973080758
4684.10000000001,134.9,0.00104816309417745
4699.7,135,0.000973093952221089
4798.60000000001,135.1,0.000972053462940462
4954.10000000001,135.2,0.000995421063109697
5033.7,135.3,0.000999950002499876
5181,135.4,0.00103514310853475
5248.60000000001,135.5,0.00100406646920026
5344.7,135.6,0.0010013518249637
5439.5,135.7,0.00101698362656361
5506.3,135.8,0.000993196603267618
5592.60000000001,135.9,0.000995173408966514
5739.7,136,0.00101926409132606
5820.4,136.1,0.00102254716498798
5924.7,136.2,0.00102511532547412
6023.2,136.3,0.00102139829426485
6167.7,136.4,0.00102759081333813
6277.7,136.5,0.00104291599311676
6299.3,136.6,0.00101409593347531
6425.5,136.7,0.00102443272038109
6509.8,136.8,0.00102359383796509
6592.2,136.9,0.00103584006629377
6755,137,0.00108477518034387
6856.10000000001,137.1,0.00109319486198415
6963.3,137.2,0.00110766504209127
7033.8,137.3,0.00109757436066294
7113.10000000001,137.4,0.00111092595678498
7240.5,137.5,0.00113785060021619
7342,137.6,0.00115400150020195
7406.10000000001,137.7,0.00114259597806216
7520,137.8,0.0011595547309833
7602.3,137.9,0.00114876507754164
7701.9,138,0.00115727346371947
